id,state,race,party,last_election,voter_type
80104,AR,w,d,d,likely
69233,AZ,w,d,r,registered
17465,AZ,h,d,d,registered
13537,AK,w,d,i,likely
41385,CT,a,d,d,registered
45462,AR,w,r,d,registered
77437,AZ,w,i,i,registered
75188,AL,w,r,d,likely
29587,CT,w,r,i,registered
95829,CT,w,d,r,registered
91650,CO,h,d,d,likely
10242,CT,w,r,r,likely
37840,AZ,w,d,d,registered
94472,AZ,w,r,r,likely
83979,AR,b,d,d,registered
25292,AR,w,d,r,registered
49944,CA,w,d,d,likely
30181,AL,w,d,r,likely
87029,AR,w,r,i,likely
80391,AK,h,d,d,registered
37409,CO,w,r,d,likely
37791,AL,w,r,d,registered
26980,CT,b,r,i,registered
19171,CT,w,d,r,likely
25696,AK,w,r,r,registered
80390,CT,w,d,d,registered
73464,CT,b,d,d,registered
43211,CA,w,d,d,likely
40684,CA,w,r,r,registered
88581,AR,h,r,r,registered
68836,AR,a,i,r,registered
97417,AR,w,r,r,likely
64165,AL,w,d,d,likely
50124,CO,w,r,d,likely
62562,CO,w,d,d,registered
26382,AL,w,r,r,registered
31738,AK,h,d,d,registered
34882,AL,w,r,r,likely
65232,CO,h,d,d,likely
85333,CA,h,r,d,registered
15204,CA,w,d,i,likely
88644,AR,w,r,r,likely
37897,CT,w,d,r,registered
73836,CO,h,d,d,likely
21590,CA,w,d,r,registered
28262,AL,b,r,r,likely
62437,CO,a,d,d,registered
71150,CO,a,d,d,registered
29906,CT,h,d,r,likely
97634,CA,b,r,r,registered
34898,AZ,w,d,d,registered
90514,AK,b,d,d,registered
42660,AR,w,d,d,likely
21321,AK,w,r,r,likely
82307,AL,w,d,r,registered
64852,AR,w,r,r,likely
76897,AZ,w,r,d,registered
88040,AL,h,r,d,registered
82911,AK,w,r,r,registered
20531,CA,b,d,d,registered
65932,CT,a,r,d,likely
16756,AR,h,r,r,registered
60985,AR,w,r,d,registered
68304,CA,b,r,d,registered
30155,AK,h,r,d,registered
35441,CO,w,r,d,registered
90510,AZ,w,r,r,registered
44126,AZ,h,r,d,registered
47715,CA,w,d,d,registered
38593,AL,h,d,d,registered
45035,AZ,b,r,r,registered
60328,CO,h,r,d,likely
56914,CA,b,d,d,registered
68637,AK,w,r,d,registered
24992,AL,w,r,i,likely
15733,CO,a,r,i,likely
69853,AZ,h,d,d,likely
27499,AZ,h,d,d,likely
44403,CO,h,r,d,likely
90675,AR,h,d,r,registered
16665,CT,o,d,d,registered
12139,CA,w,d,r,registered
80683,AK,w,d,r,likely
21158,CO,h,r,d,likely
35850,AZ,w,d,r,registered
14812,AL,w,d,r,likely
23661,CO,w,i,r,registered
48016,AR,w,r,r,likely
33743,CO,w,d,d,registered
63174,AZ,h,d,r,likely
66443,AZ,h,d,d,registered
20622,AZ,w,d,d,registered
67216,AL,w,d,d,registered
16928,AK,h,r,i,likely
16640,CT,h,d,r,registered
82306,AR,w,d,r,registered
10379,AR,w,r,d,registered
62135,CO,w,r,d,likely
25032,AZ,w,d,i,likely
53698,AK,a,d,r,registered
33739,AK,w,r,r,likely
70413,CA,w,r,d,registered
22500,AZ,w,d,r,likely
58985,CT,b,d,d,likely
69842,AR,w,r,r,likely
30392,AR,w,r,r,registered
81416,CO,w,d,d,registered
44846,CA,w,d,d,likely
62234,CO,b,d,i,registered
84949,CT,w,r,r,registered
53750,CT,w,d,r,registered
89587,CO,w,r,d,registered
77067,AZ,w,d,r,likely
57992,CA,w,r,d,registered
16423,AZ,a,r,r,likely
80258,AZ,b,d,r,registered
77482,AZ,w,i,r,registered
36736,AL,w,d,i,registered
87257,AR,h,d,r,likely
65681,CT,h,r,d,registered
13685,AZ,w,d,r,registered
48407,CO,b,r,r,registered
19188,AK,w,d,d,registered
59032,CO,w,r,r,registered
42317,CO,b,d,r,registered
97086,AZ,h,r,d,registered
67774,AL,w,r,r,likely
96848,AR,b,i,r,registered
18313,CT,h,d,d,registered
66685,CT,a,r,r,registered
73795,CA,w,d,d,likely
52635,AZ,w,r,r,likely
10244,AR,h,r,d,registered
53458,AR,w,d,r,likely
51149,CO,w,d,d,registered
41601,AK,w,d,i,likely
55317,AL,h,d,d,likely
20135,CO,w,r,d,registered
86979,AK,w,d,d,registered
71197,CO,h,r,d,registered
96409,AK,h,r,r,registered
41227,AK,w,r,d,registered
94376,AZ,w,d,d,registered
26647,AL,w,d,r,registered
66418,AK,w,r,d,registered
24589,CT,b,d,r,registered
21974,CT,w,r,r,likely
99737,AK,w,r,r,registered
95408,AR,b,d,d,registered
79675,AL,w,d,r,likely
60176,AZ,b,r,d,registered
78398,CA,b,r,d,registered
77389,AZ,w,r,r,registered
95069,AZ,w,r,i,likely
97668,AZ,a,d,d,likely
24219,AZ,a,d,d,likely
89054,AR,h,d,d,registered
59845,AZ,w,r,r,registered
18799,CO,w,r,r,registered
29471,CT,h,r,d,registered
83572,AZ,w,r,d,registered
10202,CT,w,d,r,likely
32893,CO,w,d,r,likely
51378,CT,b,r,r,likely
41388,AL,w,r,d,registered
39358,CA,w,d,r,registered
30658,AR,h,d,r,likely
77306,CT,n,d,i,registered
92815,AL,h,d,d,registered
93091,AZ,w,d,d,registered
85109,CT,w,d,d,registered
69074,CT,h,d,r,registered
71459,AZ,w,d,d,registered
77575,AZ,h,d,d,registered
35972,AZ,w,d,r,registered
49877,AR,w,r,r,registered
29237,CA,w,d,r,likely
44450,AR,w,d,d,registered
57508,AL,w,r,d,registered
30430,AZ,b,r,i,registered
69870,CT,h,r,r,likely
11406,CO,h,d,r,registered
75489,AL,h,d,i,registered
46676,AK,w,d,r,registered
20837,AR,w,r,d,registered
80763,CA,w,d,d,likely
86352,CO,w,d,d,likely
77873,CA,o,d,d,registered
75098,AK,w,r,d,likely
49490,CT,h,r,d,likely
82688,AZ,h,r,d,registered
68355,AR,w,d,d,registered
48810,CA,w,r,d,registered
65342,AL,w,d,r,likely
47519,AL,h,d,r,registered
71655,AR,w,d,d,registered
23335,AR,b,r,r,registered
45377,AZ,h,d,d,registered
18933,CO,w,r,d,registered
92794,AK,h,r,r,registered
41784,CO,a,d,d,registered
83165,CO,w,i,r,registered
86515,CO,h,d,d,likely
51137,CO,h,d,r,likely
90824,CT,w,r,r,registered
36566,AR,a,r,d,registered
10315,CA,w,r,r,likely
49864,CT,w,d,r,registered
56056,AR,h,r,d,registered
41040,AK,h,r,r,registered
14849,CA,w,r,d,registered
72429,CO,w,r,d,registered
45986,AK,w,d,r,registered
22732,CO,w,d,r,registered
86938,CO,a,r,d,likely
82399,AK,w,r,d,likely
80579,CT,w,r,r,registered
83374,AZ,w,d,r,registered
58110,CA,w,r,d,registered
28903,AZ,b,r,r,likely
81995,CO,w,r,d,registered
44815,AZ,h,d,r,registered
23479,AK,w,d,r,registered
24419,AL,w,d,r,registered
60945,CT,w,r,r,registered
93459,AZ,w,r,d,likely
71504,CO,h,d,d,registered
72517,CA,h,d,i,likely
29572,CT,h,d,r,registered
64273,AL,w,r,d,registered
87435,AK,h,d,r,likely
19333,CA,h,d,d,likely
59665,CO,b,d,d,likely
72647,AK,w,d,d,registered
44599,AR,w,d,d,registered
98703,CT,h,r,r,registered
47187,AR,w,d,d,registered
42701,CA,w,d,d,registered
13919,CO,n,d,r,likely
21838,AL,w,d,d,likely
12245,AK,w,r,r,registered
50949,AL,w,r,d,registered
74804,CO,b,d,d,registered
35185,CO,w,r,r,likely
59961,AR,w,r,d,registered
82928,AK,w,d,d,registered
94058,AL,b,r,d,likely
49112,AK,w,r,r,likely
93641,AZ,b,r,r,likely
36665,AZ,w,r,i,registered
20227,CT,h,r,d,registered
65541,CA,b,d,d,registered
31219,CT,w,d,i,registered
91220,AZ,w,d,i,registered
66960,AZ,w,r,d,registered
61577,AL,h,r,r,registered
57680,CT,w,r,d,registered
50398,AR,w,r,d,registered
92002,AZ,h,d,r,likely
94654,CT,w,r,r,registered
62583,CT,w,d,r,likely
42626,CA,w,d,r,registered
36944,AK,h,d,d,likely
97369,CT,w,d,d,registered
96855,AZ,w,r,d,registered
16434,CA,w,r,d,likely
35988,AR,w,r,r,registered
23578,CT,w,r,d,likely
67487,AL,h,r,d,likely
37744,CO,b,d,d,registered
31676,CA,w,d,r,likely
14894,AZ,w,d,d,registered
40466,AR,w,r,d,registered
89437,AR,w,r,d,likely
90760,AZ,h,r,r,registered
84692,AK,w,r,r,likely
97016,AZ,w,r,r,registered
73072,CO,w,r,r,registered
76969,AR,w,d,r,registered
15091,AR,w,d,d,likely
80902,CA,h,d,d,likely
17621,CT,w,r,r,likely
22911,CT,w,r,d,likely
49236,CO,w,d,d,registered
84118,AR,w,d,r,registered
33186,CA,w,d,r,likely
30702,AR,w,r,d,likely
81098,AR,w,d,d,registered
92393,AK,w,d,r,registered
38535,CT,b,r,d,registered
90294,CA,w,d,d,registered
54973,CT,w,d,r,registered
56780,AK,w,r,d,registered
54243,CO,h,d,d,likely
98978,AZ,w,d,r,registered
81016,CA,b,d,r,registered
18248,AZ,a,d,r,registered
32445,AR,w,r,r,likely
30068,CT,w,r,d,registered
81543,AL,w,d,d,registered
50967,AL,w,r,r,registered
23447,AR,w,r,d,likely
99284,AK,w,r,d,likely
43651,CT,h,d,d,registered
15076,AR,w,d,r,registered
32546,AR,w,r,r,likely
67508,CT,a,r,r,registered
60662,AR,h,r,d,registered
89947,AZ,w,r,d,likely
89285,AZ,w,r,r,likely
27813,AK,w,r,r,registered
69183,AR,b,r,r,likely
10208,AR,w,d,d,likely
73161,AK,h,d,r,registered
52669,CO,w,r,d,registered
16968,AZ,h,d,d,registered
25970,CT,w,d,r,registered
87443,AR,a,d,d,likely
97167,CA,b,d,d,registered
60981,AR,b,d,r,registered
80117,AK,h,r,d,registered
83711,AK,h,r,d,registered
57057,AZ,w,r,d,likely
46729,AR,b,r,r,registered
24993,CO,h,d,r,registered
87412,AL,w,r,d,registered
75897,AZ,h,d,d,registered
89164,AL,w,r,r,registered
92535,AZ,w,d,d,registered
99726,AK,w,d,d,likely
80450,AZ,h,d,r,registered
50129,CA,w,d,d,likely
79721,AK,b,r,r,registered
10900,CT,w,i,d,registered
24248,CA,h,r,d,registered
82030,CT,w,d,d,registered
10227,AK,w,r,d,likely
80831,AR,h,d,r,registered
45849,AZ,w,d,d,likely
66049,AK,w,d,i,registered
83173,AR,w,r,d,likely
89848,CT,w,d,r,likely
54745,AK,a,r,r,registered
80540,AR,w,d,r,registered
15693,AZ,w,r,d,registered
93442,AR,w,d,r,likely
55152,CO,a,d,r,registered
62546,AK,b,d,i,registered
53052,AL,h,r,d,likely
94927,AZ,b,d,d,likely
27719,AZ,h,r,d,registered
19285,AL,w,r,r,registered
52510,AL,w,d,d,registered
44169,AR,w,d,r,registered
12389,AR,w,r,r,registered
34447,AZ,w,d,r,likely
73405,CA,b,d,d,registered
41615,CT,b,r,r,registered
68546,CO,b,d,r,registered
68797,CA,h,r,r,registered
14702,CT,w,d,r,registered
94121,AR,w,d,r,likely
45693,AR,w,d,r,registered
15618,CA,o,d,r,registered
41894,CO,w,d,d,registered
41269,AR,w,r,d,likely
19513,AR,w,d,d,registered
28601,AZ,w,d,r,likely
44249,CA,a,r,r,registered
19147,AK,w,r,d,registered
94884,AZ,h,d,d,registered
96801,CT,h,d,r,registered
67721,AK,w,i,r,registered
64656,AZ,w,d,d,registered
12642,AK,h,d,r,registered
93291,CT,w,d,r,registered
35777,AL,h,d,r,registered
43742,AL,w,d,r,registered
51085,CO,w,d,r,registered
56552,AZ,w,r,d,likely
70503,AL,h,r,d,registered
13928,CT,w,r,d,likely
82973,AK,h,r,r,registered
89286,AZ,w,d,r,registered
40582,AZ,w,d,d,registered
98965,CA,b,r,i,registered
17689,CA,h,r,d,registered
64009,CT,w,d,r,registered
21821,AK,o,d,r,registered
79522,AZ,w,r,r,likely
99414,AL,w,r,i,registered
20042,CO,w,r,d,registered
95406,CA,w,r,r,registered
93067,AR,h,d,r,likely
30554,AZ,b,d,r,registered
16749,CT,w,d,r,likely
35337,AZ,b,r,d,registered
45551,AL,w,r,d,likely
27532,AZ,h,r,d,registered
62170,CO,b,d,r,registered
10468,CO,w,d,d,likely
68839,AL,b,d,d,registered
20249,AK,h,d,d,likely
58792,CO,w,r,r,registered
15537,CO,w,r,r,likely
98000,AZ,w,r,d,likely
63972,CO,n,d,r,likely
95734,CA,w,r,r,registered
97500,AZ,h,d,i,likely
96924,AL,w,d,d,registered
49519,CO,h,r,r,likely
62643,CO,w,d,d,likely
82997,CT,w,d,d,registered
82130,AZ,w,r,d,registered
56062,CA,h,r,r,registered
93995,CT,h,d,r,registered
11969,AR,a,d,r,likely
33999,AL,w,d,r,registered
53340,CO,w,d,r,likely
10725,AK,b,d,r,registered
66301,CA,w,d,r,registered
61666,AL,h,r,d,likely
64640,CO,w,d,d,likely
93602,CA,h,d,d,registered
67574,CA,w,r,d,registered
27579,AZ,h,r,d,likely
44868,AK,w,d,d,likely
91656,AR,w,r,r,registered
67142,AK,w,r,d,registered
20466,AZ,w,r,r,likely
27970,AK,w,d,d,registered
16789,CA,w,r,d,registered
82017,AZ,w,d,d,likely
64512,CA,h,d,i,registered
16681,CT,w,r,r,registered
42512,AK,b,d,r,registered
86856,AR,b,d,d,likely
25382,CA,a,i,r,registered
81265,AZ,w,d,r,registered
88601,CA,w,r,r,likely
23468,CT,h,d,d,likely
37302,AR,h,d,r,registered
86389,CA,w,r,r,registered
94494,AZ,w,d,r,registered
28347,CA,w,d,d,registered
42345,CT,w,d,d,likely
46078,CT,h,d,r,likely
55580,CO,w,d,r,likely
95580,AR,w,d,i,registered
32690,AK,a,d,d,registered
23374,AZ,n,r,r,registered
51175,CA,w,r,d,registered
69682,CT,w,d,r,registered
39923,AR,w,d,r,registered
64701,CO,w,d,r,registered
50091,AK,n,r,r,likely
11258,CT,b,d,r,likely
54443,CT,w,d,r,registered
71729,AZ,b,d,i,registered
78555,CO,b,d,d,registered
28422,CT,w,r,i,likely
82063,AR,w,d,r,likely
66432,CT,w,r,d,likely
60040,AR,w,r,d,registered
73144,AL,h,r,r,registered
96018,CO,h,r,r,registered
23993,AZ,h,r,r,likely
78194,AK,w,r,d,registered
42161,AR,h,r,d,registered
13029,CA,h,d,d,registered
94372,CA,w,r,d,likely
46575,CT,w,d,d,registered
80502,CT,w,d,d,registered
90341,CA,w,d,d,likely
61876,AZ,w,d,d,registered
13181,AK,w,r,r,registered
23607,AK,w,r,d,likely
72025,CO,w,d,i,likely
63213,AK,w,r,d,registered
79657,AZ,w,r,r,registered
62167,CO,h,d,r,likely
28447,AZ,w,r,d,likely
85694,AR,w,r,d,registered
46542,AK,b,r,d,registered
53020,AK,h,r,d,registered
74807,CA,w,r,r,registered
99245,CA,w,d,r,likely
28375,AK,h,d,d,registered
95342,AZ,w,d,r,registered
79671,AL,w,d,i,likely
50657,CT,w,d,d,registered
52201,AK,w,d,d,registered
12831,CA,w,d,r,registered
29248,AK,w,d,r,registered
19934,AR,w,d,r,likely
82505,CT,w,d,d,likely
82206,AK,b,d,d,registered
60032,CO,h,r,r,likely
96983,CT,w,r,d,likely
94808,AR,a,r,r,likely
22096,AL,b,d,i,registered
65899,CO,w,d,r,likely
22503,AZ,w,d,r,likely
87283,CO,w,r,r,likely
59346,AZ,a,d,d,registered
81782,AL,w,d,d,likely
27142,CA,w,r,d,likely
19584,AZ,b,d,r,likely
81419,AL,w,d,d,registered
36411,AK,b,r,d,likely
46642,CT,w,d,r,registered
73827,CO,b,d,r,registered
23218,AZ,h,d,r,registered
17828,CO,w,r,r,registered
66695,CO,h,d,d,registered
42710,CO,w,r,i,registered
42669,AL,w,r,d,registered
16116,AZ,b,d,d,registered
47503,CT,a,r,r,likely
97166,CT,w,d,d,registered
27073,AR,w,d,d,registered
49001,AZ,w,d,d,likely
98986,AZ,h,d,r,likely
93532,CA,a,r,d,registered
34459,CT,w,r,d,registered
53654,AZ,h,r,d,registered
14499,AR,w,r,d,registered
69911,AR,b,d,r,likely
89265,CA,a,r,d,likely
47224,CA,a,r,d,registered
74322,CA,w,r,r,likely
42697,AK,h,d,d,likely
27726,CT,w,r,r,registered
65748,AL,w,r,i,registered
20002,CT,w,i,d,likely
12745,AR,w,r,d,likely
80351,CA,w,r,r,registered
83542,CO,w,r,r,registered
46361,CO,w,d,d,registered
51043,AL,w,d,r,likely
53283,AL,w,d,r,registered
28630,AK,a,i,r,registered
15255,AL,w,d,r,likely
68437,CA,a,d,r,likely
25224,AR,a,d,d,registered
62956,CT,w,d,r,likely
54558,CO,w,r,i,registered
56387,AR,w,d,d,registered
36709,AZ,w,d,d,registered
26389,CT,w,r,d,registered
70195,AK,h,r,i,likely
46454,AL,w,d,r,likely
83830,AZ,a,r,r,likely
19832,AZ,w,d,r,likely
47848,CT,w,d,d,registered
35672,AL,w,d,r,registered
66219,AZ,b,r,r,registered
77952,AL,w,r,d,likely
60404,CO,h,d,r,registered
68246,AK,w,d,d,registered
98831,AR,h,d,i,registered
27102,CT,w,r,d,registered
71732,CA,w,d,d,registered
95385,CT,b,r,d,registered
92369,CO,h,r,r,registered
83232,AK,h,r,r,registered
57507,AR,w,d,d,likely
37278,AR,w,d,d,likely
72906,CO,h,d,d,registered
26236,CT,w,r,r,registered
17036,AL,b,d,r,likely
83927,CA,w,r,d,registered
51661,AR,h,d,d,registered
11136,AR,b,r,r,registered
75251,AK,h,r,r,likely
31958,AK,w,d,r,registered
31331,CT,b,d,r,registered
18280,AK,h,r,r,registered
59388,AK,h,d,r,registered
73111,AR,w,r,d,registered
18378,AR,w,r,i,registered
73256,AZ,b,d,r,registered
36332,CA,b,d,d,registered
61047,AR,h,r,d,likely
44143,AL,h,d,d,likely
81549,AR,w,d,r,likely
65205,CT,w,r,r,registered
78210,CA,b,d,r,registered
44012,AL,b,r,d,likely
45676,CO,h,r,r,registered
46949,CA,h,r,d,registered
60612,AL,w,r,r,likely
17570,AL,w,r,d,registered
30002,AL,w,d,i,likely
61366,AK,w,d,d,registered
69688,AZ,w,r,r,registered
38003,CA,w,r,r,registered
58251,AL,w,d,d,registered
20424,AZ,w,d,d,registered
51805,AL,w,r,r,likely
88746,AK,w,r,r,registered
85085,AR,w,d,r,registered
47158,AR,w,d,r,registered
19051,AR,n,r,d,registered
28876,AZ,h,d,r,registered
35356,AR,w,r,d,registered
24321,CO,h,d,d,likely
29014,CT,a,d,r,registered
88891,AK,w,d,d,likely
13560,CA,h,r,r,registered
23508,CO,h,r,r,registered
40571,CO,w,r,r,registered
36159,CA,w,d,d,likely
67099,AL,w,d,d,registered
82232,AZ,w,r,r,likely
69383,AR,a,r,i,likely
85358,AR,w,d,d,registered
46227,CO,w,r,d,likely
19139,AR,w,d,d,registered
50342,AZ,h,r,d,registered
41980,AK,w,r,d,registered
67262,CO,h,d,r,registered
19418,CO,w,d,d,likely
84416,AK,w,r,d,registered
52400,AK,w,d,d,likely
45299,CT,h,d,d,likely
70841,CT,w,r,r,registered
64041,AK,w,d,d,registered
12137,CA,w,d,r,registered
18948,CT,w,d,r,registered
79402,CA,w,d,r,registered
44225,CA,w,r,d,registered
25671,CT,h,r,r,registered
23174,AR,w,r,d,likely
68788,AK,w,d,r,registered
64342,AL,b,d,d,registered
50047,AZ,h,r,d,likely
69372,AR,w,d,d,likely
81102,CO,w,r,r,registered
93674,AK,w,r,d,likely
64334,AR,h,d,d,likely
82269,AZ,w,r,r,registered
56707,CO,w,d,r,registered
54199,CO,w,d,d,registered
88503,CT,b,r,d,registered
78562,CT,w,r,d,likely
22698,CT,h,r,r,registered
87676,AR,w,r,d,likely
89233,CO,w,d,d,likely
26160,AL,a,d,d,registered
27502,AK,w,d,d,registered
26312,CA,w,r,d,registered
83340,CA,w,d,d,registered
55572,AL,w,r,r,registered
98069,CA,w,r,d,registered
65381,AZ,w,r,d,registered
63698,AR,w,r,d,likely
65220,CO,w,d,d,registered
81922,AK,b,r,r,registered
80373,CT,w,d,r,registered
12673,AR,h,r,d,registered
30332,CO,b,d,r,likely
81388,AR,w,r,d,registered
23411,CO,w,d,d,registered
97799,CO,w,r,r,registered
71085,CT,b,r,r,registered
20062,CA,w,d,d,registered
44924,CO,h,r,d,likely
62258,AR,w,d,r,registered
80670,AZ,w,d,d,likely
37599,CT,h,d,r,registered
96486,AZ,w,r,d,likely
55089,AL,w,r,r,registered
82725,AZ,w,d,r,registered
46838,AK,w,d,d,registered
26889,AR,w,r,d,likely
59487,AL,w,d,i,registered
97335,CA,w,d,i,registered
70700,CA,w,d,i,registered
80050,AL,h,d,i,likely
18690,AR,b,d,r,registered
44860,AL,w,d,r,registered
72206,AK,a,r,d,registered
46184,AR,h,d,r,likely
10405,AL,h,r,d,likely
55582,AK,h,r,r,likely
31266,CO,w,d,r,likely
85287,AK,w,d,d,likely
20200,CO,h,r,r,registered
83275,AL,w,r,r,likely
90232,AZ,w,r,d,registered
82559,AR,h,d,r,registered
15842,CT,w,r,r,likely
83735,AL,b,d,r,registered
57854,CT,w,d,r,likely
54165,CA,w,r,r,likely
60745,CT,a,d,d,registered
19083,AK,a,r,d,registered
25440,CT,w,d,d,registered
13651,AL,a,d,d,registered
36642,CT,w,r,r,likely
69412,CO,h,r,d,registered
98584,AK,h,d,r,registered
78284,CA,h,d,d,registered
72005,CA,w,r,r,registered
83856,CA,w,r,d,registered
60617,AL,w,d,d,registered
37372,CO,a,d,d,registered
13068,AL,a,d,d,registered
30177,AL,b,r,d,registered
44582,AR,w,r,d,registered
52516,CT,h,d,r,registered
18066,CT,h,r,d,likely
27087,AL,w,r,i,likely
15300,AR,a,i,d,registered
30240,AK,w,r,r,registered
12234,AZ,w,d,r,likely
34783,CA,b,d,d,likely
13248,CT,w,r,r,likely
19955,AZ,h,r,r,registered
70196,AZ,w,r,d,likely
35851,CT,b,d,r,registered
45692,CA,b,d,r,likely
90518,CO,w,r,r,registered
48358,AK,w,d,d,registered
98902,CA,a,r,r,registered
76332,CA,w,r,r,likely
99757,AR,w,r,d,likely
30003,CO,h,d,d,registered
68902,CA,w,r,d,registered
15469,AR,w,d,r,registered
61258,CA,b,d,r,likely
57368,AL,a,d,r,likely
18403,AK,b,r,i,likely
55690,AR,n,r,r,likely
75035,AL,w,r,d,likely
88536,AL,w,d,d,registered
24153,AL,w,r,r,likely
41800,AZ,w,r,i,likely
37400,CO,h,d,d,registered
38595,CA,w,d,r,registered
80420,AL,w,r,r,likely
24960,CT,w,r,d,registered
91697,CA,b,r,r,registered
83079,AR,w,r,d,registered
57451,CA,w,d,r,registered
98151,AL,w,d,r,likely
89913,CO,w,r,d,likely
23032,AK,w,d,r,registered
41457,CO,b,d,d,registered
40641,AR,a,d,d,likely
87581,AK,h,d,r,registered
24945,CA,w,d,r,likely
47593,CT,w,d,d,registered
60264,CO,b,r,d,registered
96057,AR,w,d,r,likely
62971,CT,w,r,d,registered
12575,AK,w,d,d,likely
62003,CT,w,d,i,registered
40967,CO,w,d,d,registered
48508,CO,h,d,d,registered
75269,CO,h,r,d,registered
74101,CO,w,i,d,registered
93690,AR,w,d,i,registered
22581,AZ,h,r,r,likely
99362,AK,w,d,i,likely
84845,AZ,b,r,i,registered
98946,AL,w,d,r,registered
29521,CT,w,r,d,registered
82138,AK,w,r,d,registered
36073,AL,w,r,d,likely
56881,AK,w,d,i,registered
44243,AK,b,d,r,registered
79312,CT,h,r,d,likely
58181,AL,h,i,r,registered
33391,AK,b,d,r,likely
38113,AZ,w,d,r,registered
98277,AR,b,r,d,registered
91386,AL,b,r,i,likely
88135,CT,h,d,r,registered
95034,CO,b,r,d,registered
15795,CO,b,r,d,likely
69061,CO,w,d,r,registered
55881,CT,h,r,d,registered
87434,AR,w,d,r,likely
56329,AK,w,d,d,likely
90512,CA,w,d,r,likely
21186,AK,h,d,d,registered
86252,AZ,b,d,d,registered
71603,CO,w,d,d,registered
79257,AL,h,r,r,registered
54190,AL,h,d,r,registered
56861,AZ,w,r,d,registered
78368,AZ,w,d,d,likely
37033,AR,w,r,r,registered
94696,AK,w,d,r,registered
46664,AK,w,r,d,registered
48885,CA,w,r,d,registered
89356,CA,w,r,d,registered
51768,CO,w,d,d,registered
94513,AL,w,d,d,registered
48629,CT,w,r,r,registered
50948,CA,w,r,r,registered
94954,CT,w,d,d,registered
18830,AZ,h,r,r,registered
17073,AZ,b,r,i,registered
80623,CA,w,d,r,registered
23807,AL,h,r,d,likely
56000,CA,h,r,d,likely
91870,AL,w,d,r,registered
76006,CT,w,d,d,registered
27054,CA,h,d,d,registered
29328,AK,w,r,r,registered
77669,CT,b,r,r,likely
43793,CT,w,r,r,likely
32268,CA,w,r,i,registered
52824,AL,w,r,d,registered
56269,AZ,w,r,r,registered
48145,AZ,w,d,d,registered
16158,AL,w,d,r,likely
33644,AZ,w,r,d,registered
21476,CA,b,r,r,registered
56399,CA,w,d,r,registered
73877,CO,w,d,i,likely
80628,AR,b,r,r,registered
80994,AL,w,d,d,registered
62672,CT,h,d,r,likely
60161,AZ,w,d,r,registered
50565,CT,a,d,r,registered
47394,CO,h,d,d,registered
20992,AR,w,r,r,registered
82838,AR,w,r,r,registered
27428,CT,w,r,r,registered
47749,AZ,w,r,d,likely
11019,AZ,w,d,i,likely
17819,AK,h,d,r,likely
51198,CA,w,r,r,registered
37574,AK,b,r,d,likely
80578,AK,h,r,r,registered
48964,CT,a,r,d,registered
21288,AZ,h,d,d,registered
12274,CA,w,d,r,likely
54552,AR,w,r,r,registered
61442,CO,w,d,r,registered
57089,CO,h,r,d,registered
60020,CA,w,d,r,likely
30567,CA,w,d,r,registered
86660,AR,w,r,d,registered
33197,AK,h,d,i,likely
45249,CA,h,d,d,registered
58339,AZ,w,r,i,likely
39153,AK,w,d,r,registered
85351,AZ,b,r,r,likely
74232,CA,w,d,d,registered
40511,AL,w,d,d,likely
86617,CO,w,d,d,registered
43000,CA,h,r,r,likely
21109,AZ,w,r,r,likely
71190,CA,h,d,d,likely
98711,AL,h,r,d,registered
64761,AK,a,r,r,registered
24939,AR,w,r,r,registered
82900,AZ,w,d,d,registered
35103,CO,w,d,d,registered
50536,AZ,h,d,r,registered
91335,AK,w,r,r,likely
55212,AR,w,d,d,likely
80845,AK,h,r,d,registered
72661,CO,w,r,r,likely
38099,AK,b,r,i,likely
26303,CA,h,d,r,registered
34553,CA,b,d,r,likely
97134,AL,w,d,d,likely
26722,AL,h,r,r,registered
21806,AZ,h,d,r,registered
52200,AL,w,r,d,registered
74628,CA,h,d,r,registered
68465,AL,w,d,d,likely
87850,AK,w,r,r,registered
77571,CT,b,d,r,registered
74202,CA,w,r,i,registered
95232,AR,w,d,r,likely
36621,CT,w,d,r,registered
75918,AR,w,r,r,registered
48867,CA,a,r,d,registered
51195,AK,w,d,r,likely
64929,CT,b,r,d,registered
45596,AL,h,r,d,registered
44687,AL,b,d,d,likely
97958,AK,w,d,d,registered
40531,AZ,w,r,d,likely
60748,CO,h,r,i,registered
48386,CT,w,r,d,registered
15727,AK,a,d,r,registered
46696,CO,w,r,r,likely
85947,AL,b,d,r,likely
71396,AL,w,i,r,registered
79485,AL,n,d,r,registered
24601,AK,w,r,d,registered
21111,CT,w,d,r,registered
80849,AR,w,d,d,registered
81312,CO,a,r,d,registered
49658,CT,a,d,i,registered
39049,AR,o,d,d,registered
49934,AK,w,d,r,likely
50265,AR,a,r,r,registered
76040,AL,w,i,d,registered
49226,AR,a,r,d,registered
47118,AK,w,r,d,registered
81341,AZ,h,r,d,registered
71299,AL,w,d,r,registered
69580,CO,w,r,d,likely
70788,CO,a,r,d,likely
85739,AK,w,r,d,registered
89195,AR,w,d,r,likely
18941,CT,b,r,d,likely
83045,AR,w,d,d,registered
73147,AZ,h,d,r,registered
91592,AL,a,d,r,likely
72769,AK,b,r,r,registered
31156,CT,h,r,r,registered
17633,AK,h,d,r,likely
